Name,Race,Year,Gender,Age,Finish,Age Bracket
Sample Runner 02452,Colorado Fall Equinox Marathon,2023,M,23,16372,Under 35
Sample Runner 02453,Colorado Fall Equinox Marathon,2023,M,39,16491,35-39
Sample Runner 02454,Colorado Fall Equinox Marathon,2023,F,53,15825,50-54
Sample Runner 02455,Colorado Fall Equinox Marathon,2023,F,28,16709,Under 35
Sample Runner 02456,Colorado Marathon,2023,M,-1,15715,Unknown
Sample Runner 02457,Colorado Marathon,2023,F,-1,14890,Unknown
Sample Runner 02458,Colorado Marathon,2023,M,-1,15267,Unknown
Sample Runner 02459,Colorado Marathon,2023,M,-1,14425,Unknown
Sample Runner 02460,Colorado Marathon,2023,M,-1,19162,Unknown
Sample Runner 02461,Colorado Marathon,2023,F,-1,15180,Unknown
Sample Runner 02462,Colorado Marathon,2023,F,-1,12052,Unknown
Sample Runner 02463,Colorado Marathon,2023,M,-1,15591,Unknown
Sample Runner 02464,Colorado Marathon,2023,M,-1,13644,Unknown
Sample Runner 02465,Colorado Marathon,2023,F,-1,15106,Unknown
Sample Runner 02466,Colorado Marathon,2023,M,-1,9403,Unknown
Sample Runner 02467,Colorado Marathon,2023,M,-1,16396,Unknown
Sample Runner 02468,Colorado Marathon,2023,F,-1,19536,Unknown
Sample Runner 02469,Colorado Marathon,2023,F,-1,19340,Unknown
Sample Runner 02470,Colorado Marathon,2023,F,-1,14096,Unknown
Sample Runner 02471,Colorado Marathon,2023,F,-1,12784,Unknown
Sample Runner 02472,Colorado Marathon,2023,M,-1,14261,Unknown
Sample Runner 02473,Colorado Marathon,2023,F,-1,16670,Unknown
Sample Runner 02474,Colorado Marathon,2023,F,-1,17321,Unknown
Sample Runner 02475,Colorado Marathon,2023,M,-1,17896,Unknown
Sample Runner 02476,Colorado Springs Marathon,2023,M,33,19318,Under 35
Sample Runner 02477,Colorado Springs Marathon,2023,M,44,18394,40-44
Sample Runner 02478,Colorado Springs Marathon,2023,M,20,13690,Under 35
Sample Runner 02479,Colorado Springs Marathon,2023,M,46,13676,45-49
Sample Runner 02480,Colorado Springs Marathon,2023,M,39,20345,35-39
Sample Runner 02481,Colorado Springs Marathon,2023,M,26,15134,Under 35
Sample Runner 02482,Colorado Springs Marathon,2023,M,45,18341,45-49
Sample Runner 02483,Colorado Springs Marathon,2023,M,62,19239,60-64
Sample Runner 02484,Colorado Springs Marathon,2023,M,50,13347,50-54
Sample Runner 02485,Colorado Springs Marathon,2023,F,26,15844,Under 35
Sample Runner 02486,Colorado Springs Marathon,2023,M,41,13262,40-44
Sample Runner 02487,Colorado Springs Marathon,2023,F,20,20073,Under 35
Sample Runner 02488,Colorado Springs Marathon,2023,M,29,18305,Under 35
Sample Runner 02489,Colorado Springs Marathon,2023,M,26,11875,Under 35
Sample Runner 02490,Colorado Springs Marathon,2023,M,38,19736,35-39
Sample Runner 02491,Colorado Springs Marathon,2023,M,40,19622,40-44
Sample Runner 02492,Colorado Springs Marathon,2023,F,21,15658,Under 35
Sample Runner 02493,Colorado Springs Marathon,2023,M,40,20892,40-44
Sample Runner 02494,Colorado Springs Marathon,2023,M,56,19820,55-59
Sample Runner 02495,Colorado Springs Marathon,2023,F,28,20697,Under 35
Sample Runner 02496,Columbia Gorge Marathon,2023,F,59,16465,55-59
Sample Runner 02497,Columbia Gorge Marathon,2023,M,49,10020,45-49
Sample Runner 02498,Columbia Gorge Marathon,2023,M,59,20653,55-59
Sample Runner 02499,Columbia Gorge Marathon,2023,F,39,18025,35-39
Sample Runner 02500,Columbia Gorge Marathon,2023,F,69,18302,65-69
Sample Runner 02501,Columbia Gorge Marathon,2023,F,59,17406,55-59
Sample Runner 02502,Columbia Gorge Marathon,2023,M,39,15872,35-39
Sample Runner 02503,Columbia Gorge Marathon,2023,F,29,17999,Under 35
Sample Runner 02504,Columbia Gorge Marathon,2023,M,39,15546,35-39
Sample Runner 02505,Columbia Gorge Marathon,2023,M,39,17550,35-39
Sample Runner 02506,Columbia Gorge Marathon,2023,F,29,20301,Under 35
Sample Runner 02507,Columbia Gorge Marathon,2023,M,39,18132,35-39
Sample Runner 02508,Columbia Gorge Marathon,2023,F,29,19883,Under 35
Sample Runner 02509,Columbia Gorge Marathon,2023,F,49,18133,45-49
Sample Runner 02510,Columbia Gorge Marathon,2023,M,49,11810,45-49
Sample Runner 02511,Columbia Gorge Marathon,2023,F,29,14341,Under 35
Sample Runner 02512,Columbia Gorge Marathon,2023,M,29,13105,Under 35
Sample Runner 02513,Columbia Gorge Marathon,2023,F,39,21602,35-39
Sample Runner 02514,Columbia Gorge Marathon,2023,F,59,12695,55-59
Sample Runner 02515,Columbia Gorge Marathon,2023,M,39,17285,35-39
Sample Runner 02516,Columbus Marathon,2023,M,43,12670,40-44
Sample Runner 02517,Columbus Marathon,2023,M,46,15437,45-49
Sample Runner 02518,Columbus Marathon,2023,M,45,15505,45-49
Sample Runner 02519,Columbus Marathon,2023,M,38,11791,35-39
Sample Runner 02520,Columbus Marathon,2023,M,49,18547,45-49
Sample Runner 02521,Columbus Marathon,2023,F,32,16645,Under 35
Sample Runner 02522,Columbus Marathon,2023,F,48,19424,45-49
Sample Runner 02523,Columbus Marathon,2023,M,40,18707,40-44
Sample Runner 02524,Columbus Marathon,2023,M,28,18302,Under 35
Sample Runner 02525,Columbus Marathon,2023,F,41,10780,40-44
Sample Runner 02526,Columbus Marathon,2023,M,23,14377,Under 35
Sample Runner 02527,Columbus Marathon,2023,M,42,14222,40-44
Sample Runner 02528,Columbus Marathon,2023,F,44,14126,40-44
Sample Runner 02529,Columbus Marathon,2023,M,58,14940,55-59
Sample Runner 02530,Columbus Marathon,2023,M,27,19072,Under 35
Sample Runner 02531,Columbus Marathon,2023,M,28,11910,Under 35
Sample Runner 02532,Columbus Marathon,2023,M,59,18373,55-59
Sample Runner 02533,Columbus Marathon,2023,M,30,9857,Under 35
Sample Runner 02534,Columbus Marathon,2023,F,25,12706,Under 35
Sample Runner 02535,Columbus Marathon,2023,M,26,12859,Under 35
Sample Runner 02536,Conquer the Canyon Race Festival,2023,F,39,20453,35-39
Sample Runner 02537,Conquer the Canyon Race Festival,2023,M,59,14935,55-59
Sample Runner 02538,Conquer the Canyon Race Festival,2023,F,59,17486,55-59
Sample Runner 02539,Conquer the Canyon Race Festival,2023,M,39,16158,35-39
Sample Runner 02540,Conquer the Canyon Race Festival,2023,M,29,18393,Under 35
Sample Runner 02541,Conquer the Canyon Race Festival,2023,M,39,16265,35-39
Sample Runner 02542,Conquer the Canyon Race Festival,2023,M,29,15651,Under 35
Sample Runner 02543,Conquer the Canyon Race Festival,2023,M,29,18783,Under 35
Sample Runner 02544,Conquer the Canyon Race Festival,2023,M,39,17802,35-39
Sample Runner 02545,Conquer the Canyon Race Festival,2023,M,29,14930,Under 35
Sample Runner 02546,Conquer the Canyon Race Festival,2023,F,49,18154,45-49
Sample Runner 02547,Conquer the Canyon Race Festival,2023,M,34,14657,Under 35
Sample Runner 02548,Conquer the Canyon Race Festival,2023,M,49,17167,45-49
Sample Runner 02549,Conquer the Canyon Race Festival,2023,F,69,18016,65-69
Sample Runner 02550,Conquer the Canyon Race Festival,2023,F,69,17401,65-69
Sample Runner 02551,Conquer the Canyon Race Festival,2023,M,29,16944,Under 35
Sample Runner 02552,Conquer the Canyon Race Festival,2023,M,29,15313,Under 35
Sample Runner 02553,Conquer the Canyon Race Festival,2023,M,29,17842,Under 35
Sample Runner 02554,Conquer the Canyon Race Festival,2023,M,29,23933,Under 35
Sample Runner 02555,Conquer the Canyon Race Festival,2023,M,49,23521,45-49
Sample Runner 02556,Conquer the Cove Marathon,2023,M,60,19473,60-64
Sample Runner 02557,Conquer the Cove Marathon,2023,M,45,17073,45-49
Sample Runner 02558,Conquer the Cove Marathon,2023,M,34,20967,Under 35
Sample Runner 02559,Conquer the Cove Marathon,2023,M,49,22431,45-49
Sample Runner 02560,Conquer the Cove Marathon,2023,F,38,21611,35-39
Sample Runner 02561,Conquer the Cove Marathon,2023,F,46,22776,45-49
Sample Runner 02562,Conquer the Cove Marathon,2023,M,56,22296,55-59
Sample Runner 02563,Conquer the Cove Marathon,2023,M,36,13820,35-39
Sample Runner 02564,Conquer the Cove Marathon,2023,M,49,19664,45-49
Sample Runner 02565,Conquer the Cove Marathon,2023,F,29,20470,Under 35
Sample Runner 02566,Conquer the Cove Marathon,2023,F,39,19142,35-39
Sample Runner 02567,Conquer the Cove Marathon,2023,M,33,14912,Under 35
Sample Runner 02568,Conquer the Cove Marathon,2023,M,48,17152,45-49
Sample Runner 02569,Conquer the Cove Marathon,2023,M,33,21012,Under 35
Sample Runner 02570,Conquer the Cove Marathon,2023,F,38,18172,35-39
Sample Runner 02571,Conquer the Cove Marathon,2023,F,63,20246,60-64
Sample Runner 02572,Conquer the Cove Marathon,2023,F,46,22858,45-49
Sample Runner 02573,Conquer the Cove Marathon,2023,F,43,17479,40-44
Sample Runner 02574,Conquer the Cove Marathon,2023,F,39,20037,35-39
Sample Runner 02575,Conquer the Cove Marathon,2023,M,54,20265,50-54
Sample Runner 02576,Cowtown Marathon,2023,M,37,15089,35-39
Sample Runner 02577,Cowtown Marathon,2023,M,26,21929,Under 35
Sample Runner 02578,Cowtown Marathon,2023,M,38,16962,35-39
Sample Runner 02579,Cowtown Marathon,2023,F,40,17053,40-44
Sample Runner 02580,Cowtown Marathon,2023,M,22,14720,Under 35
Sample Runner 02581,Cowtown Marathon,2023,M,59,24440,55-59
Sample Runner 02582,Cowtown Marathon,2023,M,37,15096,35-39
Sample Runner 02583,Cowtown Marathon,2023,M,31,17553,Under 35
Sample Runner 02584,Cowtown Marathon,2023,M,44,15332,40-44
Sample Runner 02585,Cowtown Marathon,2023,M,46,13787,45-49
Sample Runner 02586,Cowtown Marathon,2023,M,29,23678,Under 35
Sample Runner 02587,Cowtown Marathon,2023,M,58,25577,55-59
Sample Runner 02588,Cowtown Marathon,2023,M,23,12091,Under 35
Sample Runner 02589,Cowtown Marathon,2023,F,45,23158,45-49
Sample Runner 02590,Cowtown Marathon,2023,F,48,18257,45-49
Sample Runner 02591,Cowtown Marathon,2023,M,29,15897,Under 35
Sample Runner 02592,Cowtown Marathon,2023,M,48,21572,45-49
Sample Runner 02593,Cowtown Marathon,2023,M,56,18529,55-59
Sample Runner 02594,Cowtown Marathon,2023,M,33,17311,Under 35
Sample Runner 02595,Cowtown Marathon,2023,M,28,19348,Under 35
Sample Runner 02596,Cox Sports Providence Marathon,2023,F,39,18019,35-39
Sample Runner 02597,Cox Sports Providence Marathon,2023,M,29,15008,Under 35
Sample Runner 02598,Cox Sports Providence Marathon,2023,M,29,15301,Under 35
Sample Runner 02599,Cox Sports Providence Marathon,2023,F,59,16579,55-59
Sample Runner 02600,Cox Sports Providence Marathon,2023,M,69,19254,65-69
Sample Runner 02601,Cox Sports Providence Marathon,2023,F,39,12165,35-39
Sample Runner 02602,Cox Sports Providence Marathon,2023,M,49,14084,45-49
Sample Runner 02603,Cox Sports Providence Marathon,2023,F,49,15648,45-49
Sample Runner 02604,Cox Sports Providence Marathon,2023,M,49,19947,45-49
Sample Runner 02605,Cox Sports Providence Marathon,2023,M,59,13972,55-59
Sample Runner 02606,Cox Sports Providence Marathon,2023,M,69,16243,65-69
Sample Runner 02607,Cox Sports Providence Marathon,2023,M,39,14841,35-39
Sample Runner 02608,Cox Sports Providence Marathon,2023,F,39,18804,35-39
Sample Runner 02609,Cox Sports Providence Marathon,2023,F,29,19307,Under 35
Sample Runner 02610,Cox Sports Providence Marathon,2023,M,49,20641,45-49
Sample Runner 02611,Cox Sports Providence Marathon,2023,M,29,13189,Under 35
Sample Runner 02612,Cox Sports Providence Marathon,2023,F,29,19635,Under 35
Sample Runner 02613,Cox Sports Providence Marathon,2023,F,39,19358,35-39
Sample Runner 02614,Cox Sports Providence Marathon,2023,M,39,14860,35-39
Sample Runner 02615,Cox Sports Providence Marathon,2023,F,29,16134,Under 35
Sample Runner 02616,Crater Lake Marathon,2023,F,-1,20754,Unknown
Sample Runner 02617,Crater Lake Marathon,2023,M,-1,16086,Unknown
Sample Runner 02618,Crater Lake Marathon,2023,M,-1,18719,Unknown
Sample Runner 02619,Crater Lake Marathon,2023,F,-1,16834,Unknown
Sample Runner 02620,Crater Lake Marathon,2023,M,-1,15490,Unknown
Sample Runner 02621,Crater Lake Marathon,2023,M,-1,13429,Unknown
Sample Runner 02622,Crater Lake Marathon,2023,M,-1,20169,Unknown
Sample Runner 02623,Crater Lake Marathon,2023,M,-1,11880,Unknown
Sample Runner 02624,Crater Lake Marathon,2023,M,-1,13580,Unknown
Sample Runner 02625,Crater Lake Marathon,2023,F,-1,16023,Unknown
Sample Runner 02626,Crater Lake Marathon,2023,F,-1,15475,Unknown
Sample Runner 02627,Crater Lake Marathon,2023,M,-1,12857,Unknown
Sample Runner 02628,Crater Lake Marathon,2023,F,-1,14405,Unknown
Sample Runner 02629,Crater Lake Marathon,2023,F,-1,15859,Unknown
Sample Runner 02630,Crater Lake Marathon,2023,M,-1,13983,Unknown
Sample Runner 02631,Crater Lake Marathon,2023,M,-1,14296,Unknown
Sample Runner 02632,Crater Lake Marathon,2023,M,-1,13425,Unknown
Sample Runner 02633,Crater Lake Marathon,2023,M,-1,11098,Unknown
Sample Runner 02634,Crater Lake Marathon,2023,F,-1,18953,Unknown
Sample Runner 02635,Crater Lake Marathon,2023,F,-1,20301,Unknown
Sample Runner 02636,Cross Timbers Trail Runs Marathon,2023,M,59,22766,55-59
Sample Runner 02637,Cross Timbers Trail Runs Marathon,2023,M,29,21161,Under 35
Sample Runner 02638,Cross Timbers Trail Runs Marathon,2023,F,34,25422,Under 35
Sample Runner 02639,Cross Timbers Trail Runs Marathon,2023,F,99,31050,80 and Over
Sample Runner 02640,Cross Timbers Trail Runs Marathon,2023,M,34,19513,Under 35
Sample Runner 02641,Cross Timbers Trail Runs Marathon,2023,M,99,27731,80 and Over
Sample Runner 02642,Cross Timbers Trail Runs Marathon,2023,M,49,25652,45-49
Sample Runner 02643,Cross Timbers Trail Runs Marathon,2023,M,29,20850,Under 35
Sample Runner 02644,Cross Timbers Trail Runs Marathon,2023,F,29,30435,Under 35
Sample Runner 02645,Cross Timbers Trail Runs Marathon,2023,M,39,25650,35-39
Sample Runner 02646,Cross Timbers Trail Runs Marathon,2023,F,39,29333,35-39
Sample Runner 02647,Cross Timbers Trail Runs Marathon,2023,M,49,32898,45-49
Sample Runner 02648,Cross Timbers Trail Runs Marathon,2023,M,59,23239,55-59
Sample Runner 02649,Cross Timbers Trail Runs Marathon,2023,F,34,23931,Under 35
Sample Runner 02650,Cross Timbers Trail Runs Marathon,2023,M,34,19937,Under 35
Sample Runner 02651,Cross Timbers Trail Runs Marathon,2023,M,49,23329,45-49
Sample Runner 02652,Cross Timbers Trail Runs Marathon,2023,F,34,24680,Under 35
Sample Runner 02653,Cross Timbers Trail Runs Marathon,2023,M,49,24699,45-49
Sample Runner 02654,Cross Timbers Trail Runs Marathon,2023,M,99,29413,80 and Over
Sample Runner 02655,Cross Timbers Trail Runs Marathon,2023,F,49,30367,45-49
Sample Runner 02656,Crystal Springs Summer Trail Run,2023,F,54,20785,50-54
Sample Runner 02657,Crystal Springs Summer Trail Run,2023,F,51,27476,50-54
Sample Runner 02658,Crystal Springs Summer Trail Run,2023,M,53,19706,50-54
Sample Runner 02659,Crystal Springs Summer Trail Run,2023,M,37,24913,35-39
Sample Runner 02660,Crystal Springs Summer Trail Run,2023,M,54,14524,50-54
Sample Runner 02661,Crystal Springs Summer Trail Run,2023,M,63,19615,60-64
Sample Runner 02662,Crystal Springs Summer Trail Run,2023,M,46,24070,45-49
Sample Runner 02663,Crystal Springs Summer Trail Run,2023,M,58,24039,55-59
Sample Runner 02664,Crystal Springs Summer Trail Run,2023,M,22,21479,Under 35
Sample Runner 02665,Crystal Springs Summer Trail Run,2023,F,52,21439,50-54
Sample Runner 02666,Crystal Springs Summer Trail Run,2023,M,40,17761,40-44
Sample Runner 02667,Crystal Springs Summer Trail Run,2023,F,34,33821,Under 35
Sample Runner 02668,Crystal Springs Summer Trail Run,2023,M,34,22214,Under 35
Sample Runner 02669,Crystal Springs Summer Trail Run,2023,F,61,21574,60-64
Sample Runner 02670,Crystal Springs Summer Trail Run,2023,F,49,27921,45-49
Sample Runner 02671,Crystal Springs Summer Trail Run,2023,M,54,18880,50-54
Sample Runner 02672,Crystal Springs Summer Trail Run,2023,F,40,24913,40-44
Sample Runner 02673,Crystal Springs Summer Trail Run,2023,F,42,33780,40-44
Sample Runner 02674,Crystal Springs Summer Trail Run,2023,M,32,19775,Under 35
Sample Runner 02675,Crystal Springs Summer Trail Run,2023,M,33,18533,Under 35
Sample Runner 02676,Cummins Falls Marathon,2023,M,23,19588,Under 35
Sample Runner 02677,Cummins Falls Marathon,2023,M,63,20723,60-64
Sample Runner 02678,Cummins Falls Marathon,2023,F,42,18526,40-44
Sample Runner 02679,Cummins Falls Marathon,2023,F,46,21799,45-49
Sample Runner 02680,Cummins Falls Marathon,2023,M,59,17150,55-59
Sample Runner 02681,Cummins Falls Marathon,2023,M,75,21187,75-79
Sample Runner 02682,Cummins Falls Marathon,2023,F,33,21142,Under 35
Sample Runner 02683,Cummins Falls Marathon,2023,M,73,28117,70-74
Sample Runner 02684,Cummins Falls Marathon,2023,F,26,18205,Under 35
Sample Runner 02685,Cummins Falls Marathon,2023,M,43,18673,40-44
Sample Runner 02686,Cummins Falls Marathon,2023,M,23,21945,Under 35
Sample Runner 02687,Cummins Falls Marathon,2023,M,36,18263,35-39
Sample Runner 02688,Cummins Falls Marathon,2023,M,58,17474,55-59
Sample Runner 02689,Cummins Falls Marathon,2023,F,29,21142,Under 35
Sample Runner 02690,Cummins Falls Marathon,2023,M,65,18301,65-69
Sample Runner 02691,Cummins Falls Marathon,2023,M,56,18414,55-59
Sample Runner 02692,Cummins Falls Marathon,2023,F,22,13886,Under 35
Sample Runner 02693,Cummins Falls Marathon,2023,M,35,19090,35-39
Sample Runner 02694,Cummins Falls Marathon,2023,F,50,18334,50-54
Sample Runner 02695,Cummins Falls Marathon,2023,F,32,16680,Under 35
Sample Runner 02696,Dakota Spirit Marathon,2023,M,52,14032,50-54
Sample Runner 02697,Dakota Spirit Marathon,2023,M,41,11740,40-44
Sample Runner 02698,Dakota Spirit Marathon,2023,M,44,11578,40-44
Sample Runner 02699,Dakota Spirit Marathon,2023,M,38,13942,35-39
Sample Runner 02700,Dakota Spirit Marathon,2023,M,57,13421,55-59
Sample Runner 02701,Dakota Spirit Marathon,2023,M,56,14185,55-59
Sample Runner 02702,Dakota Spirit Marathon,2023,M,67,21239,65-69
Sample Runner 02703,Dakota Spirit Marathon,2023,M,32,10366,Under 35
Sample Runner 02704,Dakota Spirit Marathon,2023,M,29,11247,Under 35
Sample Runner 02705,Dakota Spirit Marathon,2023,M,32,14596,Under 35
Sample Runner 02706,Dakota Spirit Marathon,2023,M,44,10062,40-44
Sample Runner 02707,Dakota Spirit Marathon,2023,M,71,16582,70-74
Sample Runner 02708,Dakota Spirit Marathon,2023,M,39,15994,35-39
Sample Runner 02709,Dakota Spirit Marathon,2023,M,35,11715,35-39
Sample Runner 02710,Dakota Spirit Marathon,2023,M,46,20771,45-49
Sample Runner 02711,Dakota Spirit Marathon,2023,M,61,13189,60-64
Sample Runner 02712,Dakota Spirit Marathon,2023,M,68,19930,65-69
Sample Runner 02713,Dakota Spirit Marathon,2023,M,69,17494,65-69
Sample Runner 02714,Dakota Spirit Marathon,2023,M,54,20053,50-54
Sample Runner 02715,Dakota Spirit Marathon,2023,M,70,16834,70-74
Sample Runner 02716,Dallas Marathon,2023,M,54,20089,50-54
Sample Runner 02717,Dallas Marathon,2023,M,29,15049,Under 35
Sample Runner 02718,Dallas Marathon,2023,F,29,13777,Under 35
Sample Runner 02719,Dallas Marathon,2023,M,34,24589,Under 35
Sample Runner 02720,Dallas Marathon,2023,M,29,12054,Under 35
Sample Runner 02721,Dallas Marathon,2023,M,29,15255,Under 35
Sample Runner 02722,Dallas Marathon,2023,F,44,25945,40-44
Sample Runner 02723,Dallas Marathon,2023,F,24,14324,Under 35
Sample Runner 02724,Dallas Marathon,2023,M,29,19255,Under 35
Sample Runner 02725,Dallas Marathon,2023,F,49,22063,45-49
Sample Runner 02726,Dallas Marathon,2023,F,44,20520,40-44
Sample Runner 02727,Dallas Marathon,2023,M,49,19865,45-49
Sample Runner 02728,Dallas Marathon,2023,M,39,10749,35-39
Sample Runner 02729,Dallas Marathon,2023,M,39,18356,35-39
Sample Runner 02730,Dallas Marathon,2023,M,24,19168,Under 35
Sample Runner 02731,Dallas Marathon,2023,M,24,25688,Under 35
Sample Runner 02732,Dallas Marathon,2023,M,39,15545,35-39
Sample Runner 02733,Dallas Marathon,2023,F,34,16042,Under 35
Sample Runner 02734,Dallas Marathon,2023,M,24,12456,Under 35
Sample Runner 02735,Dallas Marathon,2023,M,39,22484,35-39
Sample Runner 02736,Dances With Dirt Devil's Lake,2023,M,49,20704,45-49
Sample Runner 02737,Dances With Dirt Devil's Lake,2023,M,64,32571,60-64
Sample Runner 02738,Dances With Dirt Devil's Lake,2023,F,34,22596,Under 35
